,Texto,Usuario,Fuente,Conteo de retweets,Conteo de favoritos
2690,Ediciones Sin Nombre cumple 25 años en medio de la peor crisis de su historia https://t.co/zfKuasx7yi https://t.co/lEFGlTQ9HC,AristeguiOnline,Hootsuite Inc.,5,18
2691,"#AristeguiEnVivo | Estamos en directo con la Dra. Beatriz Miranda, Coordinadora del XXX Coloquio Internacional 'El sistema de salud: la salud del sistema', un espacio de reflexión sobre los sistemas de salud en América Latina https://t.co/YuU10Jipc0 https://t.co/60vIoXQFO1",AristeguiOnline,Hootsuite Inc.,5,22
2692,"Diccionario posible para el renacimiento global | Artículo de @MoguelViveros 
https://t.co/yvM91kuYfD https://t.co/iGFltmF6IE",AristeguiOnline,Hootsuite Inc.,5,19
2693,5 grandes figuras del deporte se fueron en 2020 | Video https://t.co/MntrLsITi0 https://t.co/lwrzMYF2BF,AristeguiOnline,Hootsuite Inc.,5,25
2694,"🔴 En Vivo | Conferencia de prensa de Salud sobre Covid-19
https://t.co/uVFWXmk47Z https://t.co/6fl8TcWz8U",AristeguiOnline,Hootsuite Inc.,5,17
2695,"#AristeguiEnVivo | México, en general, cerca de un 80% de las personas sí quiere aplicarse la vacuna contra la Covid. Sólo al rededor de un 18% no quiere, explica la Presidenta de BRAIN https://t.co/qxHK741Cct https://t.co/WMsyQaJ7Ur",AristeguiOnline,Twitter Web App,5,29
2696,"Se ponen Águilas en plan prehispánico | Fotonota
https://t.co/VeXhTof4kd https://t.co/j1JgGzrjQr",AristeguiOnline,Hootsuite Inc.,5,77
2697,"El legado de Trump es 'más fuerte' que el asalto al Capitolio, 'la historia reflejará lo bueno': Pompeo
https://t.co/YBQuZ3c0fh https://t.co/Yeiy2xfYSP",AristeguiOnline,Hootsuite Inc.,5,41
2698,"Mantienen a Eusebio Sacristán en coma inducido, tras extirparle un coágulo | #Video https://t.co/x3dbTLgww9 https://t.co/YICR7BH4Tt",AristeguiOnline,Hootsuite Inc.,5,33
2699,#Titulares🇲🇽 | Caso Cienfuegos a organismos internacionales y plan de reactivación económica https://t.co/MNeYCoCaBP https://t.co/rqenf6MjZF,AristeguiOnline,Hootsuite Inc.,5,18
2700,Biden decide mantener a Chris Wray como director del FBI https://t.co/ivieajToj6 https://t.co/gBqcpnvlGO,AristeguiOnline,Hootsuite Inc.,4,30
2701,"""Todo el mundo está determinado a llevar a cabo los Juegos Olímpicos"": Bach | #Video https://t.co/485FvTsvrw https://t.co/KJFJKrihPW",AristeguiOnline,Hootsuite Inc.,4,30
2702,"Adiós Armando Manzanero... | Videocaricatura
https://t.co/9r0ePnNGKG https://t.co/xW9XH7GdYz",AristeguiOnline,Hootsuite Inc.,4,52
2703,El de las mujeres es el movimiento del siglo: Teresa Rodríguez; persiste inequidad estructural: Gabriela Jáuregui https://t.co/KL7qhrKGLh https://t.co/BpQBWip5tO,AristeguiOnline,Hootsuite Inc.,4,39
2704,Pide Alcocer actuar con responsabilidad para evitar contagios en fin de año y Día Reyes https://t.co/u6PwDiSwbk https://t.co/26SJy9jlIj,AristeguiOnline,Hootsuite Inc.,4,26
2705,"#AristeguiEnVivo | Es importante afrontar el duelo con claridad como familia. Brindamos una serie de herramientas y elementos estratégicos que ayudarán a los niños y a los adultos en el cierre, explica Miripina Menéndez https://t.co/UOrn1hUN0G https://t.co/4DP03DZwqw",AristeguiOnline,Twitter Web App,4,18
2706,"Pumas sanciona a Alan Mozo, tras romper el protocolo sanitario | Video https://t.co/pMRt5Q9bdt https://t.co/2wfdHujj4e",AristeguiOnline,Hootsuite Inc.,4,48
2707,El Estado vio al feminismo como su enemigo: Gabriela Jáuregui https://t.co/WZXGB6M2Ax https://t.co/T6KCYtR8VT,AristeguiOnline,Hootsuite Inc.,4,41
2708,Netflix llevará a la pantalla la novela gráfica ‘Heartsopper’ https://t.co/UJeMgMwNhJ https://t.co/reu01OU4H0,AristeguiOnline,Hootsuite Inc.,4,19
2709,Ibrahimovic niega haber proferido insultos racistas a Lukaku https://t.co/eWtXTSJwbv https://t.co/Qt21A7XpUU,AristeguiOnline,Hootsuite Inc.,4,62
2710,"Donald Trump podría librar juicio político por incitar asalto al Capitolio
https://t.co/jzRSkwFCbs https://t.co/MSmd3gwSHr",AristeguiOnline,Hootsuite Inc.,4,31
2711,"Plataformas deben moderar las cuentas, no las publicaciones: Páez https://t.co/l5Lr9RJEwp https://t.co/LvuY8FkNYB",AristeguiOnline,Hootsuite Inc.,4,30
2712,El proceso de las mariposas en #Niñonautas con Kirén Miret https://t.co/I9CliHxgsb https://t.co/AO1ubwTstD,AristeguiOnline,Hootsuite Inc.,4,35
2713,Destaca Gasman incorporación del tema de violencia de género a la estrategia de seguridad https://t.co/RPFeMVdAOC https://t.co/tdai1pwfZI,AristeguiOnline,Hootsuite Inc.,4,38
2714,#AristeguiEnVivo | Iniciamos nuestra #MesaDeAnálisis con el periodista @ricardomraphael y el académico @sergioaguayo 👉 https://t.co/PMhledHMIv https://t.co/d56cr3m5HR,AristeguiOnline,Twitter Web App,4,29
2715,Eduardo España se confiesa en Un Momento de Teatro (parte 1) https://t.co/n3fqm8M4c3 https://t.co/3HZwxv1Uy6,AristeguiOnline,Hootsuite Inc.,4,50
2716,"Instalan otro módulo de pruebas rápidas para detectar Covid-19 en Morelos
https://t.co/tkoT7CBFte https://t.co/CcOGc1NHs3",AristeguiOnline,Hootsuite Inc.,4,35
2717,#PrimerasPlanas🌍 | Argentina decide sobre el aborto y Biden acusa 'obstáculos' a su equipo https://t.co/LjTu0o6HG4 https://t.co/Xbvmsak4iT,AristeguiOnline,Hootsuite Inc.,4,11
2718,"🔴 En Vivo | Conferencia de prensa de Salud sobre Covid-19
https://t.co/gexhA0hmJO https://t.co/xP5zYHp6mq",AristeguiOnline,Hootsuite Inc.,4,19
2719,Gobierno británico enfrenta resistencia ante plan de exámenes masivos por Covid https://t.co/8KVtnS1I7b https://t.co/vGWsIIBBKB,AristeguiOnline,Hootsuite Inc.,4,23
2720,"🔴 En Vivo | Conferencia de prensa de Salud sobre Covid-19
https://t.co/NV6cqo5sR3 https://t.co/1scb9544RN",AristeguiOnline,Hootsuite Inc.,4,24
2721,"@DeniseDresserG Fe de erratas:

La reforma electoral a la que refirió la politóloga en la mesa de este viernes es del 2007, y no del 2017, como se publicó en el tuit.

Para ver el video completo, visita esta liga 👉 https://t.co/I9lBbfp6Xo",AristeguiOnline,Twitter Web App,4,23
2722,"#Deportes | Tras el despido del Piojo Herrera, las Águilas buscan ‘retomar el vuelo’.

https://t.co/KzobNRJO6V",AristeguiOnline,Twitter Web App,4,28
2723,"Confirma UEFA ""compromiso"" de llevar a cabo la Eurocopa de Naciones en 12 sedes https://t.co/ggGVW56JUb https://t.co/srMMFCJNGi",AristeguiOnline,Hootsuite Inc.,4,20
2724,"#AristeguiEnVivo | Detrás de las marchas hay muchos procesos organizativos y hay muchas deliberaciones discursivas. Este año, el feminismo ha tenido muchas voces, la responsabilidad de la prensa es escuchar todo sin criminalizar: @tesiture 👉 https://t.co/ESPgWv6iiL https://t.co/MB4nPnofWS",AristeguiOnline,Twitter Web App,4,34
2725,Chelsea despide a Frank Lampard al 'no cumplir con las expectativas': Tuit https://t.co/EDVOTPE0Am https://t.co/cenIU0GFi9,AristeguiOnline,Hootsuite Inc.,4,22
2726,"Es muy difícil distinguir lo orgánico de lo manipulado. Una de las razones para manipular las tendencias es creer que posicionarse en ellas siempre es bueno. A Twitter hay que moverlo con análisis, no con porras: @HugoRodriguezN 👉 https://t.co/S2pIW60wvh https://t.co/uyaLs9Rxsx",AristeguiOnline,Twitter Web App,4,12
2727,"'Niña, mujer, otras' la novela con que Bernardine Evaristo ganó el Premio Booker (Adelanto editorial) https://t.co/OvyKaQ4okk https://t.co/F0yjAhPQZH",AristeguiOnline,Hootsuite Inc.,4,34
2728,"Advierte EU una mayor amenaza de terrorismo doméstico tras toma de posesión de Biden
https://t.co/mYiMAwr9wr https://t.co/fSS1lcd5iJ",AristeguiOnline,Hootsuite Inc.,4,43
2729,"Manchester City se pone líder provisional de la Premier con una goleada al West Bronwich
https://t.co/LT7VoHCqlw https://t.co/6tlY7yeq7y",AristeguiOnline,Hootsuite Inc.,4,20
2730,"""Haremos algo, pero todavía no"": las primeras declaraciones de Trump tras dejar la Presidencia
https://t.co/45XXAh0RwO https://t.co/6GGbdtMEV2",AristeguiOnline,Hootsuite Inc.,4,62
2731,"Hace pagar Real Madrid los platos rotos a Alavés | Video

El cuadro merengue levanta cabeza con una goleada como visitante 1-4 frente al equipo vasco, tras sus fracasos en la Supercopa de España y Copa del Rey.
https://t.co/dCCTHVXNTk https://t.co/Meizt5EIQH",AristeguiOnline,Hootsuite Inc.,4,21
2732,"Anuncian nominados al Premio Gabo 2020, entre ellos la 'Operación Hermes', publicada en AN https://t.co/R5vOKTNwy8 https://t.co/MispN8KxWE",AristeguiOnline,Hootsuite Inc.,4,13
2733,NFL Playoffs: Guía Tom Brady a Bucaneros al Juego Divisional NFC https://t.co/OjUJH9TH1j https://t.co/DcwYwz6zRU,AristeguiOnline,Hootsuite Inc.,4,46
2734,"Remiendan la rodilla derecha a Unai Bilbao | #Video
https://t.co/LsSzFw4q36 https://t.co/Qa35m1aPOS",AristeguiOnline,Hootsuite Inc.,4,43
2735,#Deportes: Inicia Wayne Rooney su carrera como técnico con Derby County | Video https://t.co/cWDN05Oqw6 https://t.co/MMZvYpOlg9,AristeguiOnline,Hootsuite Inc.,4,68
2736,Perspectivas del Banco Mundial y arranca sucesión en sindicato petrolero | #ColumnasFinancieras de este miércoles https://t.co/3xDPEvFJ5w https://t.co/5MQ3tStZbn,AristeguiOnline,Hootsuite Inc.,4,15
2737,Anota Hirivng Lozano en la goleada del Napoli a la Fiorentina https://t.co/lxK9n1ArMI https://t.co/0t2Kd4rS7O,AristeguiOnline,Hootsuite Inc.,4,81
2738,Pende castigo sobre la cabeza de Jonathan Rodríguez https://t.co/od8JMei3Um https://t.co/ISh4678jD6,AristeguiOnline,Twitter for iPhone,4,30
2739,"Tenistas en cuarentena, previo al Abierto de Australia 2021, no tendrán privilegios https://t.co/NWSiRmurYr https://t.co/aRj4XPnlj4",AristeguiOnline,Hootsuite Inc.,4,66
2740,'Seguiremos adelante con los preparativos (para los JO)': Yoshihide Suga https://t.co/GdWKRR34wh https://t.co/ad5P4sdMIY,AristeguiOnline,Hootsuite Inc.,4,19
2741,Corte de Londres niega fianza a Assange por riesgo de que vuelva a escapar https://t.co/SwO0S7F22p https://t.co/9UoJGZswUd,AristeguiOnline,Hootsuite Inc.,4,29
2742,"#AristeguiEnVivo | Aún no tenemos los elementos suficientes para señalar a una persona en particular. Sin embargo, el único beneficiado por estos ataques es Francisco Cienfuegos, candidato del PRI:  @colosioriojas, Aspirante a la Alcaldía de Monterrey  https://t.co/ky7GtPZbr1 https://t.co/EO8qBpNRep",AristeguiOnline,Twitter Web App,4,29
2743,Señala AMLO que FGR testó expediente de Cienfuegos por la naturaleza de las investigaciones https://t.co/L9uTAeckrr https://t.co/tRi0Pqnr7H,AristeguiOnline,Hootsuite Inc.,4,17
2744,Congreso de EU se prepara para la impugnación de los comicios por parte de republicanos https://t.co/WXfnSHdTL4 https://t.co/8o6oTnxjWW,AristeguiOnline,Hootsuite Inc.,4,28
2745,"Liga MX: Ajustan La Máquina, pero sigue sin encender https://t.co/k2rWZ2TwIg https://t.co/6tLc5koX0K",AristeguiOnline,Hootsuite Inc.,4,24
2746,"Organizaciones exigen al gobierno mexicano garantizar derechos humanos de migrantes de nueva caravana
https://t.co/bMwiUO2Bf8 https://t.co/KmjgJNLHTW",AristeguiOnline,Hootsuite Inc.,4,18
2747,"🔴 En Vivo | Conferencia de prensa de Salud sobre Covid-19
https://t.co/r0jnmxdil5 https://t.co/kIHmOfomT4",AristeguiOnline,Hootsuite Inc.,4,28
2748,#Deportes: Se hacen roscas Rojillos y Merengues bajo la nieve en El Sadar https://t.co/mzWy0ddOQe https://t.co/wW7JFu6GLa,AristeguiOnline,Hootsuite Inc.,4,16
2749,#Deportes: NFL Playoffs: Superan Bills la Ronda de Comodines AFC | Video https://t.co/9x9HQTXUOV https://t.co/gm7UjTa3tg,AristeguiOnline,Hootsuite Inc.,4,28
2750,Llegarán aficionados al límite en 2021 | Video https://t.co/LfNENrWcQC https://t.co/z95PesXbde,AristeguiOnline,Hootsuite Inc.,4,18
2751,"#Deportes: ""A los que nos gusta competir, la presión nos encanta"": Santiago Solari | Video https://t.co/q5Vao9zuvj https://t.co/eUg5xOj23v",AristeguiOnline,Hootsuite Inc.,4,28
2752,"El legado de Trump: Grandes cambios en la política opacados por el escándalo
https://t.co/bTWRb5SBlA https://t.co/oZl2tJMian",AristeguiOnline,Hootsuite Inc.,4,32
2753,"#AristeguiEnVivo | El 8 de julio de 2020, el presidente López Obrador visitó la Casa Blanca y dijo que el presidente Donald Trump trataba a los mexicanos con dignidad, recuerda el periodista @JJesusEsquivel 👉https://t.co/SQw3pCXqLr https://t.co/duyL6KwXzk",AristeguiOnline,Twitter Web App,4,26
2754,"#AristeguiEnVivo | Estamos viviendo el fin de un periodo, pero no el fin de los desencuentros y las tensiones que se han vivido en EE.UU. Podemos esperar que Trump siga intentando construir un movimiento: @FigueroaAlfredo 👉 https://t.co/G0MRTgW4oq https://t.co/QxVDoRx0OI",AristeguiOnline,Twitter Web App,4,11
2755,#Deportes: Ataca Covid-19 en campamentos de Cruz Azul y Atlas | Tuits https://t.co/dtsbydCXOt https://t.co/SI0f7XVtWn,AristeguiOnline,Hootsuite Inc.,4,33
2756,"La Confederación Sudamericana de Futbol expresó su solidaridad con Cavani, tras su expresión ""gracias, negrito"" | #Video
https://t.co/iIA79vFDpN https://t.co/hzpTG7VSpF",AristeguiOnline,Hootsuite Inc.,4,46
2757,Oficina especial en Palacio Nacional atiende 4 mil 986 llamadas de paisanos migrantes https://t.co/zv2yEWqpIm https://t.co/YkRpdYzQdx,AristeguiOnline,Hootsuite Inc.,4,28
2758,"⚡️ “#FelizSábado | Mantente informado con este resumen”

https://t.co/9cWrzCpc71",AristeguiOnline,Twitter Web Client,4,29
2759,"Refinancia Hacienda 36% de los vencimientos de deuda de 2023
https://t.co/4o406xaJ70 https://t.co/CvrroUJeM7",AristeguiOnline,Hootsuite Inc.,4,27
2760,"Kazuyoshi Miura jugará una temporada más, la número 36 de su carrera, con Yokohama FC | Tuit https://t.co/K2R5O1AB60 https://t.co/RrfEQ2qpgT",AristeguiOnline,Hootsuite Inc.,4,31
2761,"Biden presenta plan para acelerar el lanzamiento de la vacuna Covid-19 en EU
https://t.co/NajZCFgPmp https://t.co/KXBHetiDZG",AristeguiOnline,Hootsuite Inc.,4,58
2762,"🔴 En Vivo | Conferencia de prensa de Salud sobre Covid-19
https://t.co/91mkSLMknC https://t.co/ZrzAj3Kuzh",AristeguiOnline,Hootsuite Inc.,4,18
2763,🔴 En Vivo | Conferencia de prensa de Salud sobre Covid-19  https://t.co/VDFuompGuE https://t.co/VRjCGxX2FE,AristeguiOnline,Hootsuite Inc.,4,15
2764,Anuncia la Fórmula 1 ajustes a su calendario 2021 debido a la pandemia de Covid-19 https://t.co/lzhixsFczh https://t.co/hizIUUiTvW,AristeguiOnline,Hootsuite Inc.,4,25
2765,Supera Andrés Guardado la Covid-19 | Fotonota https://t.co/uaHx6Gh0Ae https://t.co/f4aqxTimFZ,AristeguiOnline,Hootsuite Inc.,4,37
2766,#AristeguiEnVivo | La actitud de Pence también debería ser reprimida porque es cómplice de un sujeto que aprovechó sus últimos días para aferrarse a una posición político-electoral. México debe aprender que la polarización no lleva a nada Reyes Orona https://t.co/FCYeDSt0GN https://t.co/KciZ7rT6u8,AristeguiOnline,Twitter Web App,4,24
2767,"NBA prohíbe a jugadores actividades no deportivas por aumento de contagios de Covid-19
https://t.co/Xk5WKe5ge3 https://t.co/3wB23CsTIZ",AristeguiOnline,Hootsuite Inc.,4,42
2768,"Atlético Madrid vence 2-0 al Sevilla y extiende su ventaja en La Liga
https://t.co/7b6SZpUdiV https://t.co/35ik7sPHYK",AristeguiOnline,Hootsuite Inc.,4,32
2769,Deja Covid-19 fuera del Abierto de Australia 2021 a Andy Murray | Tuit https://t.co/zg70Oy2zXI https://t.co/hmErXCYTUU,AristeguiOnline,Hootsuite Inc.,4,27
2770,"🔴 En Vivo | Conferencia de prensa de Salud sobre Covid-19
https://t.co/4Ds8FNTwfu https://t.co/8NYBj1AFPJ",AristeguiOnline,Hootsuite Inc.,4,21
2771,"Confirma Concacaf a Guadalajara como sede el torneo preolímpico | Tuits
https://t.co/0aHdjO2rWf https://t.co/ypynHVubeR",AristeguiOnline,Hootsuite Inc.,4,29
2772,"Eliminan Leones a Merengues en la Semifinal de la Supercopa de España | #Video
https://t.co/jXFDW6CpDf https://t.co/CxxAMY7hwF",AristeguiOnline,Hootsuite Inc.,4,16
2773,"Vigésimo quinta enmienda no es un riesgo para mí: Trump
https://t.co/1NwZfafIcT https://t.co/iHlszuhQAV",AristeguiOnline,Hootsuite Inc.,4,24
2774,"Tottenham se mete en la final de la Copa de la Liga tras derrotar al Brentford
https://t.co/OCPk47J04X https://t.co/j4Ni73RnJP",AristeguiOnline,Hootsuite Inc.,4,19
2775,Eliminar el IFT violaría el artículo 18.17 del T-MEC: Labardini https://t.co/d8GNFfkIBE https://t.co/HT4D06aCpj,AristeguiOnline,Hootsuite Inc.,4,32
2776,"OMS pide paciencia para abasto de vacunas contra Covid-19; fabricantes trabajan sin descanso
https://t.co/CR6k9FeFjf https://t.co/w0boRmA41T",AristeguiOnline,Hootsuite Inc.,4,20
2777,"Del boletín de la @FGRMexico se deriva que hay elementos importantes que deben investigarse, pero sobre el general Salvador Cienfuegos, 'no hay elementos para iniciar acción penal en su contra', dijo el canciller @m_ebrard en la #mañanera de este viernes https://t.co/Mf2DYgTi9Z https://t.co/YvcXXipQ6O",AristeguiOnline,Twitter Web App,4,18
2778,"Koeman ya tiene lista de posibles refuerzos y salidas de Barcelona para ventana de enero
https://t.co/Yl4cyu8m4F https://t.co/Nv4oXg4geq",AristeguiOnline,Hootsuite Inc.,4,27
2779,"#AristeguiEnVivo | ¿Podría el aún presidente Donald Trump otorgarse un indulto a sí mismo? No hay duda de su intrepidez y capacidad para hacerlo; sin embargo, también se habla mucho de la dificultad técnica, detalla el abogado @LuisPerezdeAcha 👉 https://t.co/2sinoOcePs https://t.co/tmT657lf3H",AristeguiOnline,Twitter Web App,4,19
2780,Retoma inversión fija bruta avance moderado en octubre https://t.co/ehKwpVfdGk https://t.co/SJZvJB3cQr,AristeguiOnline,Hootsuite Inc.,4,19
2781,"Flexibilizan entrada en vigor de ley para erradicar plásticos en Nayarit
https://t.co/4fqBCqDtV8 https://t.co/J7fvhTPc5W",AristeguiOnline,Hootsuite Inc.,4,25
2782,Reporta AMLO alrededor de 40 mil vacunados contra Covid-19 en México https://t.co/RNOgzmodYY https://t.co/t7XumhSg4r,AristeguiOnline,Hootsuite Inc.,4,38
2783,La Pulga versión iraní: Arat Hosseini | Videos https://t.co/U5XgozwkGB https://t.co/l0tcYffXaH,AristeguiOnline,Hootsuite Inc.,4,66
2784,NBA: Suspenden otros dos partidos por culpa de la Covid-19 | Tuits https://t.co/pKcoQOgz2Z https://t.co/hLaWGvRyZr,AristeguiOnline,Hootsuite Inc.,4,34
2785,Rally Dakar 2021: Se impone Nasser Al-Attiyah en la segunda etapa https://t.co/5Q8vXTbYdB https://t.co/I958r2VTed,AristeguiOnline,Hootsuite Inc.,4,37
2786,Aprueba Premier League sustituciones en caso de conmoción cerebral | Tuit https://t.co/5qt2EIySRG https://t.co/X58hR2RS0k,AristeguiOnline,Hootsuite Inc.,4,47
2787,"Mejora confianza empresarial en diciembre, pero no para invertir https://t.co/dnkJPYeUdr https://t.co/nu3jPr0ngv",AristeguiOnline,Hootsuite Inc.,4,38
2788,Becky Hammon escribe historia en la NBA https://t.co/hU7grzCUjU https://t.co/5ct8hi6VeT,AristeguiOnline,Hootsuite Inc.,4,33
2789,"Los que se fueron: Las grandes figuras fallecidas en 2020
https://t.co/SfVymmLcAK https://t.co/q58h74kT9D",AristeguiOnline,Hootsuite Inc.,4,24
2790,"#AristeguiEnVivo | Integrantes del jurado del Premio Nacional de Artes y Literatura hicieron pública su inconformidad ante la distinción de la productora Bertha Navarro. Los detalles con Beatriz de León, periodista  https://t.co/CA6hoMtFoH https://t.co/VFrVxemn97",AristeguiOnline,Twitter Web App,4,21
2791,Cruz Azul anuncia la incorporación de Álvaro Dávila como director operativo https://t.co/GowWblH7nk https://t.co/2gSKz0RNYE,AristeguiOnline,Hootsuite Inc.,4,29
2792,Todo apunta a que un cortocircuito originó incendio en Tulum: Alcalde https://t.co/Pg5geI1qxz https://t.co/vIJNKjwkk0,AristeguiOnline,Hootsuite Inc.,4,36
2793,AMLO hizo un guiño a la nueva administración de Biden después de semanas tensas: ex embajador  https://t.co/OjkYfpuDiz https://t.co/lsQ8Ybqhj8,AristeguiOnline,Hootsuite Inc.,4,44
2794,AMLO 'coincide' con Biden y el plan de vacunación de México | #ColumnasPolíticas de este jueves https://t.co/JlfmbFn6D6 https://t.co/6CbBhyZABN,AristeguiOnline,Hootsuite Inc.,4,21
2795,2020 nos sacó de nuestras casillas: Ricardo Raphael https://t.co/FG9ditSlRu https://t.co/76BoPgCEL1,AristeguiOnline,Hootsuite Inc.,4,17
2796,"Covid-19: suben a 144 mil 371 las muertes y a 1 millón 688 mil 944 los casos acumulados | Gráficas
https://t.co/HFw3deQffr https://t.co/H4Rx9XHWfm",AristeguiOnline,Hootsuite Inc.,4,24
2797,"Los libros que marcaron el 2020, según Héctor González https://t.co/kP6S3CPw7n https://t.co/VmBM8Rq0BG",AristeguiOnline,Hootsuite Inc.,4,21
2798,"Biden detiene construcción del muro, y definición del 'tope' de comisiones en Afores | #ColumnasFinancieras de este jueves https://t.co/B8i3GOyHxw https://t.co/74NOj04XyP",AristeguiOnline,Hootsuite Inc.,4,21
2799,"Levanta Juventus de Turín la Supercopa de Italia | #Video
https://t.co/jFtQkXzE9o https://t.co/oMMyK1pZV2",AristeguiOnline,Hootsuite Inc.,4,37
2800,Durante el programa Pasión por la Lectura se vendieron casi 120 mil ejemplares en México y el extranjero https://t.co/Au3TU27Tm9 https://t.co/0g64jjw3FW,AristeguiOnline,Hootsuite Inc.,4,38
2801,"Rosca de Reyes en #Niñonautas, con Kirén Miret https://t.co/vXbI8FugsP https://t.co/ZCEcrABYph",AristeguiOnline,Hootsuite Inc.,4,28
2802,Se espera giro con Biden tras cuatro años perdidos con Trump: periodista https://t.co/LCv15qla9a https://t.co/GAKGBXyWit,AristeguiOnline,Hootsuite Inc.,4,76
2803,China realizará exámenes Covid a quienes viajen por Año Nuevo Lunar https://t.co/5R9ouBt8MD https://t.co/NOLdfEfBiD,AristeguiOnline,Hootsuite Inc.,4,31
2804,Se elevan a cuatro los muertos por la explosión de edificio en Madrid https://t.co/HIunNSkPrW https://t.co/Mfdig5CFgZ,AristeguiOnline,Hootsuite Inc.,4,16
2805,"'Confinamiento', palabra del año, y los comicios del 2021 | #ColumnasPolíticas de este jueves https://t.co/mvQPcInFIV https://t.co/wECmJDyIEq",AristeguiOnline,Hootsuite Inc.,4,18
2806,Nadie se esperaba que Brexit se daría en medio de una pandemia: Heredia https://t.co/ieYr1Fl2vy https://t.co/wm2avVN8vz,AristeguiOnline,Hootsuite Inc.,4,22
2807,"Vaticinan un activo 2021 en fusiones y adquisiciones en México
https://t.co/lu4g8WDf8P https://t.co/J0vHkivFet",AristeguiOnline,Hootsuite Inc.,4,19
2808,"Reunificar al país, reto de Biden: Valdés Ugalde | #Entérate
https://t.co/3e7HGAc3G9 https://t.co/Xa7aBr20Ku",AristeguiOnline,Hootsuite Inc.,4,44
2809,"Impone FA tres partidos de castigo a Edinson Cavani por el ""gracias, negrito"" | Tuit https://t.co/gfJ0So5Hqo https://t.co/CLxsikEi9Y",AristeguiOnline,Hootsuite Inc.,4,14
2810,Impone un récord para el gol más largo en la historia del futbol https://t.co/EiJrTUSLF5 https://t.co/Y3PpDN3UdR,AristeguiOnline,Hootsuite Inc.,4,15
2811,El 2020 cerró con una recuperación desacelerada y en un entorno de riesgos https://t.co/QqE31Fa1J3 https://t.co/qiYWJvcWfk,AristeguiOnline,Hootsuite Inc.,4,16
2812,#PrimerasPlanas🌍 | Trump admite su derrota; funcionarios urgen su salida https://t.co/87gbVHadEF https://t.co/N5o7xscQcF,AristeguiOnline,Hootsuite Inc.,4,16
2813,"Copa del Rey: Elimina Sevilla al Valencia en Octavos de Final | #Video
https://t.co/H8LqROOr5G https://t.co/9FKgnMyO93",AristeguiOnline,Hootsuite Inc.,3,19
2814,La pandemia ocurre en una época de gran expansión del conocimiento: Mandressi https://t.co/oMo1E1iQau https://t.co/b5AsNY8JMu,AristeguiOnline,Hootsuite Inc.,3,23
2815,"#PorSiTeLoPerdiste Biden Inauguration Day | Washington, una fortaleza durante la juramentación de Biden | #Video
https://t.co/WeyMbhxVjz https://t.co/GVhcqNWf0I",AristeguiOnline,Hootsuite Inc.,3,23
2816,Restaurantes abrirán en terrazas y lanza Biden ‘salvavidas’ a economía mexicana | #ColumnasFinancieras de este viernes https://t.co/SthdZ1R5UX https://t.co/Ce2N4mgZXh,AristeguiOnline,Hootsuite Inc.,3,29
2817,"#AristeguiEnVivo | El coloquio comienza este viernes 15 de enero y durará hasta el sábado 23. El acceso será completamente gratuito, sólo debes registrarte en el sitio web de 17 Instituto de Estudios Críticos https://t.co/3slF2pb43i https://t.co/xqmjJSfazK",AristeguiOnline,Twitter Web App,3,14
2818,Las plumas de la Serpiente: Cuando la peste llegó a casa https://t.co/JnhtDTbBIu https://t.co/Nx4mepFTDJ,AristeguiOnline,Hootsuite Inc.,3,21
2819,"Peso corta racha positiva de tres jornadas, Bolsa gana por estímulo de EU
https://t.co/0Tym5WgVdV https://t.co/orJGG6V7zQ",AristeguiOnline,Hootsuite Inc.,3,30
2820,Tendremos un Congreso en campaña: Ernesto Núñez https://t.co/KIt2wvVsAH https://t.co/uukMevGCdU,AristeguiOnline,Hootsuite Inc.,3,17
2821,"Apoyamos regular comisiones de Afores, pero no toparlas, responde COFECE https://t.co/W4KiT2c1ZC https://t.co/mC9Y8FMSwB",AristeguiOnline,Hootsuite Inc.,3,18
2822,Bajaron ventas en tiendas por pandemia en 2020: Galván Ochoa https://t.co/jFZKq2XPoO https://t.co/rFawEOEafC,AristeguiOnline,Hootsuite Inc.,3,19
2823,"Ligas deportivas vs Covid-19: el futbol mexicano se queda atrás
https://t.co/eXLnEv8OYe https://t.co/qZUFrNkZ7X",AristeguiOnline,Hootsuite Inc.,3,18
2824,"Conmueve a Ignacio Ambriz los mensajes de apoyo | #Video
https://t.co/I4AE5SSK4N https://t.co/G3ItpyFbGo",AristeguiOnline,Hootsuite Inc.,3,19
2825,"#AristeguiEnVivo El comportamiento de Trump durante su mandato estuvo lleno de violaciones a la Constitución, fue provocativo. Pero el 'trumpismo' sigue ahí. '¿Cuál es la razón estructural de esta polarización?', plantea la politóloga @olgapellicer 👉 https://t.co/LZ49UDEkYh https://t.co/m6UeN32F8G",AristeguiOnline,Twitter Web App,3,22
2826,"#AristeguiEnVivo | La tarde de ayer, se encontraron tres cuerpos calcinados en el municipio de Temixco, Morelos, en una obra en construcción. De acuerdo con las autoridades, tenían poco tiempo de haber sido dejados ahí. Detalles con @hectorrgonzalez 👉 https://t.co/Y86sf77CDZ https://t.co/dXgZa0DOc8",AristeguiOnline,Hootsuite Inc.,3,18
2827,"Renuncias, relevos y hasta desaparición de Oficina: el 2020 en el gabinete de AMLO https://t.co/2sf9JPAzc9 https://t.co/TaAdHoFCI5",AristeguiOnline,Hootsuite Inc.,3,51
